uniprotkb_canonical_ac,ensembl_gene_id
Q8JZL0-1,ENSMUSP00000110207
Q3USQ7-1,ENSMUSP00000152374
Q9R002-1,ENSMUSP00000000266
Q9R000-1,ENSMUSP00000033674
Q9R001-1,ENSMUSP00000023611
Q9R007-3,ENSMUSP00000121848
Q9R008-1,ENSMUSP00000036971
Q60846-1,ENSMUSP00000030339
P39053-1,ENSMUSP00000122679
P0DM65-1,ENSMUSP00000143887
Q6TEK5-1,ENSMUSP00000059139
Q6PHZ2-1,ENSMUSP00000143504
Q9D1U5-1,ENSMUSP00000108691
Q9Z202-1,ENSMUSP00000032270
Q9Z255-1,ENSMUSP00000016452
E9QAJ8-1,ENSMUSP00000130760
Q3UIA2-1,ENSMUSP00000102050
G3X9M9-1,ENSMUSP00000091917
O70131-1,ENSMUSP00000036740
Q2MKA5-1,ENSMUSP00000150942
O70138-1,ENSMUSP00000018765
O70139-1,ENSMUSP00000068344
E9PX68-1,ENSMUSP00000144257
Q99ML2-1,ENSMUSP00000001626
E9Q7E2-1,ENSMUSP00000093969
Q8CDI7-1,ENSMUSP00000027128
E9Q7E7-1,ENSMUSP00000079644
Q5RJY2-1,ENSMUSP00000054474
Q6DID7-1,ENSMUSP00000067898
Q8K2Q5-1,ENSMUSP00000118860
Q9Z2H6-1,ENSMUSP00000032240
Q9Z2H7-1,ENSMUSP00000037328
A2A654-1,ENSMUSP00000102374
Q99M08-1,ENSMUSP00000102037
Q99M07-1,ENSMUSP00000027286
Q99M04-1,ENSMUSP00000113228
Q99M02-1,ENSMUSP00000134220
Q99M03-1,ENSMUSP00000049168
Q99M01-1,ENSMUSP00000021857
D3YUB6-1,ENSMUSP00000092119
Q9EQ15-1,ENSMUSP00000156162
Q8BZB2-1,ENSMUSP00000082856
Q5I043-1,ENSMUSP00000047467
G3UVW3-1,ENSMUSP00000120810
Q8BZH4-1,ENSMUSP00000102891
Q9D666-1,ENSMUSP00000056655
Q61206-1,ENSMUSP00000127851
O08919-1,ENSMUSP00000078245
Q7TT16-1,ENSMUSP00000078240
A0A0A6YW67-1,ENSMUSP00000141419
Q9JHY3-1,ENSMUSP00000050836
Q3UPC7-1,ENSMUSP00000127449
Q91ZW2-1,ENSMUSP00000053122
P50544-1,ENSMUSP00000099634
Q8BL95-1,ENSMUSP00000023694
Q8K3V4-1,ENSMUSP00000044044
Q8VD98-1,ENSMUSP00000032257
O54804-1,ENSMUSP00000025760
P58929-1,ENSMUSP00000037075
Q9D8Y1-1,ENSMUSP00000032844
O88544-1,ENSMUSP00000048416
Q812G0-1,ENSMUSP00000114175
Q80XP8-1,ENSMUSP00000062642
O35491-1,ENSMUSP00000113390
O70291-1,ENSMUSP00000001112
F6WAU7-1,ENSMUSP00000086074
E9Q6Y8-1,ENSMUSP00000040037
Q80X66-1,ENSMUSP00000048530
F6XLV1-1,ENSMUSP00000120588
P97435-1,ENSMUSP00000023566
Q61614-1,ENSMUSP00000034029
E9Q6Y4-1,ENSMUSP00000104075
Q61616-1,ENSMUSP00000021932
Q9CZB9-1,ENSMUSP00000113758
Q9CZB0-1,ENSMUSP00000106968
Q9CZB3-1,ENSMUSP00000025093
Q02956-1,ENSMUSP00000030922
Q9WUM3-1,ENSMUSP00000008893
A0A571BEG0-1,ENSMUSP00000158590
Q9ES00-1,ENSMUSP00000099501
O70628-1,ENSMUSP00000117611
O70477-1,ENSMUSP00000134852
J3QNN6-1,ENSMUSP00000136881
Q8BVE3-1,ENSMUSP00000040756
A0A0A6YX16-1,ENSMUSP00000141795
Q8BH32-1,ENSMUSP00000082873
A6H6A9-1,ENSMUSP00000028049
Q91ZI0-1,ENSMUSP00000024238
Q99PM9-1,ENSMUSP00000060202
Q765I1-1,ENSMUSP00000070840
Q60872-1,ENSMUSP00000132018
Q3UZD5-1,ENSMUSP00000089513
B9EHT4-1,ENSMUSP00000014065
A2AJB9-1,ENSMUSP00000109837
Q9CQA9-1,ENSMUSP00000034313
G3X939-1,ENSMUSP00000038142
Q3TKT4-1,ENSMUSP00000133922
Q283N4-1,ENSMUSP00000098000
Q8C078-1,ENSMUSP00000107297
Q5NCD6-1,ENSMUSP00000150575
P43006-1,ENSMUSP00000079100
Q5NCD3-1,ENSMUSP00000073588
Q5NCD2-1,ENSMUSP00000131257
Q8VIK1-1,ENSMUSP00000046654
Q8C2A2-1,ENSMUSP00000021134
Q8BGM4-1,ENSMUSP00000039080
Q9Z2F2-1,ENSMUSP00000031542
Q8BY02-1,ENSMUSP00000061546
Q8BGI5-1,ENSMUSP00000085921
Q9WU22-1,ENSMUSP00000067614
Q6PIX5-1,ENSMUSP00000020524
Q8BN57-1,ENSMUSP00000058114
P97493-1,ENSMUSP00000005487
Q64691-1,ENSMUSP00000028749
O08664-1,ENSMUSP00000057937
Q7TSY8-1,ENSMUSP00000027202
Q923I7-1,ENSMUSP00000112597
E9Q8M3-1,ENSMUSP00000060325
Q8BQ33-1,ENSMUSP00000041377
Q9D7K5-1,ENSMUSP00000076563
A1L3C1-1,ENSMUSP00000103560
Q91VT8-1,ENSMUSP00000122363
Q91VT1-1,ENSMUSP00000078641
Q91VT4-1,ENSMUSP00000034058
Q3LRV9-1,ENSMUSP00000054121
Q9JLB9-1,ENSMUSP00000023334
Q8R3J4-1,ENSMUSP00000021991
Q80XQ2-1,ENSMUSP00000024717
A0A286YDB2-1,ENSMUSP00000153341
P37242-1,ENSMUSP00000022303
P13562-1,ENSMUSP00000153071
Q9CY50-1,ENSMUSP00000021864
Q8BGN8-1,ENSMUSP00000108275
E9Q5N9-1,ENSMUSP00000064422
Q9CZX0-1,ENSMUSP00000153462
Q3URD3-1,ENSMUSP00000117816
J3QPE5-1,ENSMUSP00000137232
E9Q271-1,ENSMUSP00000115550
O88809-1,ENSMUSP00000084570
Q8VC56-1,ENSMUSP00000024817
Q80ZP0-1,ENSMUSP00000051453
Q9JJ26-1,ENSMUSP00000023180
Q9CR64-1,ENSMUSP00000125314
Q0VGY8-1,ENSMUSP00000036003
Q5MJS3-1,ENSMUSP00000026972
Q6P5U7-1,ENSMUSP00000124712
E9PYF7-1,ENSMUSP00000059669
Q99NH7-1,ENSMUSP00000030878
Q5SSW2-1,ENSMUSP00000045460
P16294-1,ENSMUSP00000033477
P16297-1,ENSMUSP00000086820
A2AVB8-1,ENSMUSP00000097450
P62281-1,ENSMUSP00000003521
Q8BX65-1,ENSMUSP00000099186
Q8VI63-1,ENSMUSP00000081455
Q8VI64-1,ENSMUSP00000040703
Q8BNN1-1,ENSMUSP00000095932
Q8VI67-1,ENSMUSP00000077596
P30275-1,ENSMUSP00000077349
Q6PGL7-1,ENSMUSP00000038983
Q810I2-1,ENSMUSP00000066662
Q8C966-1,ENSMUSP00000125355
P15806-1,ENSMUSP00000100983
E9QA14-1,ENSMUSP00000108361
Q8C0I4-1,ENSMUSP00000089758
Q61006-1,ENSMUSP00000081625
Q3UQN2-1,ENSMUSP00000042959
Q922Q2-1,ENSMUSP00000021866
P97805-1,ENSMUSP00000022269
P28828-1,ENSMUSP00000153662
Q3U827-1,ENSMUSP00000153506
Q8R4I1-1,ENSMUSP00000022257
Q9D1D4-1,ENSMUSP00000037583
Q9D3P8-1,ENSMUSP00000120466
P62700-1,ENSMUSP00000156450
Q9D1J3-1,ENSMUSP00000100863
Q8BYN3-1,ENSMUSP00000046027
Q9D1J1-1,ENSMUSP00000030760
E9Q8R3-1,ENSMUSP00000128723
J3QNS5-1,ENSMUSP00000136934
P58660-1,ENSMUSP00000131003
Q8K285-1,ENSMUSP00000091151
Q5U4C1-1,ENSMUSP00000108769
Q9CS84-1,ENSMUSP00000124116
Q921G6-1,ENSMUSP00000031734
Q9R0P3-1,ENSMUSP00000022573
H3BKW5-1,ENSMUSP00000135555
G3UWA2-1,ENSMUSP00000130114
P11416-1,ENSMUSP00000069744
P14429-1,ENSMUSP00000071843
Q02566-1,ENSMUSP00000154634
Q6NSV7-1,ENSMUSP00000087985
Q8BMD8-1,ENSMUSP00000029477
Q8BMD6-1,ENSMUSP00000107364
Q8BMD7-1,ENSMUSP00000084663
Q8BMD5-1,ENSMUSP00000052233
Q8BMD2-1,ENSMUSP00000039689
A2ABV5-1,ENSMUSP00000094239
Q9D2V8-1,ENSMUSP00000109970
Q91X97-1,ENSMUSP00000087611
Q67E05-1,ENSMUSP00000105125
Q6P9J9-1,ENSMUSP00000071770
Q922J3-1,ENSMUSP00000107192
Q8BTI9-1,ENSMUSP00000035037
P98200-1,ENSMUSP00000079238
Q61362-1,ENSMUSP00000080717
B9EJ86-1,ENSMUSP00000100911
A1A5B6-1,ENSMUSP00000047838
Q8BGJ9-1,ENSMUSP00000039406
Q9Z218-1,ENSMUSP00000071435
Q3UQ97-1,ENSMUSP00000098285
Q9ER04-1,ENSMUSP00000132181
Q811L6-1,ENSMUSP00000128464
P42867-1,ENSMUSP00000056282
P52480-1,ENSMUSP00000034834
O54818-1,ENSMUSP00000000305
Q9JKK7-1,ENSMUSP00000069956
Q9D7P7-1,ENSMUSP00000109904
Q9D7P6-1,ENSMUSP00000026937
Q9D7P3-1,ENSMUSP00000053810
Q9D7P9-1,ENSMUSP00000108344
Q9R0A0-1,ENSMUSP00000099506
Q3UME2-1,ENSMUSP00000147687
Q80WR5-1,ENSMUSP00000054638
Q9Z1M4-1,ENSMUSP00000025749
Q99KC8-1,ENSMUSP00000001544
Q8VFQ8-1,ENSMUSP00000055394
Q8C0Q4-1,ENSMUSP00000038611
Q6PD10-1,ENSMUSP00000035214
Q8VFQ7-1,ENSMUSP00000097433
Q8K382-1,ENSMUSP00000099848
Q8CEE0-1,ENSMUSP00000034398
Q8VFQ2-1,ENSMUSP00000094931
Q8VFQ3-1,ENSMUSP00000073620
Q64458-1,ENSMUSP00000003137
Q8C4L8-1,ENSMUSP00000059092
Q60695-1,ENSMUSP00000027760
Q6Y7W8-1,ENSMUSP00000027475
P38532-1,ENSMUSP00000154602
Q3UT41-1,ENSMUSP00000025694
O89114-1,ENSMUSP00000095716
O55091-1,ENSMUSP00000025290
Q6PDH0-1,ENSMUSP00000034611
Q5SW25-1,ENSMUSP00000017126
Q7TS08-1,ENSMUSP00000077542
Q5RJG7-1,ENSMUSP00000061646
Q5RJG1-1,ENSMUSP00000035930
Q5SSM3-1,ENSMUSP00000090681
O54918-1,ENSMUSP00000105970
Q9CWT3-1,ENSMUSP00000110082
P06869-1,ENSMUSP00000022368
P59481-1,ENSMUSP00000117200
Q8CDP0-1,ENSMUSP00000110668
Q9D4G1-1,ENSMUSP00000109710
Q04886-1,ENSMUSP00000025003
Q3UIK4-1,ENSMUSP00000029759
Q8BG32-1,ENSMUSP00000133571
G3UXL2-1,ENSMUSP00000133736
Q6NZP4-1,ENSMUSP00000059554
Q8BYK5-1,ENSMUSP00000099355
F8VPQ2-1,ENSMUSP00000035512
O35984-1,ENSMUSP00000040464
Q9JKW0-1,ENSMUSP00000032888
O70361-1,ENSMUSP00000099493
P24457-1,ENSMUSP00000130338
Q9JMG4-1,ENSMUSP00000099342
P98203-1,ENSMUSP00000159426
Q99MU1-1,ENSMUSP00000145168
Q99MU3-1,ENSMUSP00000103028
Q5U4C9-1,ENSMUSP00000004281
Q61121-1,ENSMUSP00000047630
Q99N75-1,ENSMUSP00000014248
O35668-1,ENSMUSP00000133356
Q9R0M5-1,ENSMUSP00000065631
Q9R0M4-1,ENSMUSP00000026698
Q9R0M6-1,ENSMUSP00000123325
Q9R0M1-1,ENSMUSP00000138255
Q9R0M0-1,ENSMUSP00000088046
Q9R0M3-1,ENSMUSP00000047926
D3YV92-1,ENSMUSP00000077119
Q80W26-1,ENSMUSP00000029510
Q9R0M8-1,ENSMUSP00000111324
Q80W22-1,ENSMUSP00000073861
Q8BLB0-1,ENSMUSP00000054020
P83741-1,ENSMUSP00000063001
E9Q9Q6-1,ENSMUSP00000130851
Q8BLB7-1,ENSMUSP00000133479
Q8BLB8-1,ENSMUSP00000056787
O88492-1,ENSMUSP00000002908
O88495-1,ENSMUSP00000064608
Q3UVG3-1,ENSMUSP00000036524
Q8VFK3-1,ENSMUSP00000150957
Q7TT79-1,ENSMUSP00000037000
Q5EG47-1,ENSMUSP00000063166
A0A0J9YUD4-1,ENSMUSP00000144123
A0A1W2P738-1,ENSMUSP00000151468
A0A1W2P739-1,ENSMUSP00000151514
E9Q3H6-1,ENSMUSP00000036213
Q922D8-1,ENSMUSP00000021443
O54784-1,ENSMUSP00000151577
Q01815-1,ENSMUSP00000075021
A2AM29-1,ENSMUSP00000077232
Q5NCJ1-1,ENSMUSP00000098766
Q6PAV2-1,ENSMUSP00000151886
Q5GFD5-1,ENSMUSP00000040919
Q80YR6-1,ENSMUSP00000111527
Q9CQS4-1,ENSMUSP00000053325
Q8BQZ5-1,ENSMUSP00000069243
P63037-1,ENSMUSP00000129730
Q9QY15-1,ENSMUSP00000034612
A2AUQ8-1,ENSMUSP00000108633
P09602-1,ENSMUSP00000075031
Q80VY9-1,ENSMUSP00000104167
P27661-1,ENSMUSP00000051432
Q9EQF5-1,ENSMUSP00000022915
G5E8X8-1,ENSMUSP00000126342
P12849-1,ENSMUSP00000026973
Q9Z0L3-1,ENSMUSP00000062865
D3YUJ6-1,ENSMUSP00000137076
P42866-1,ENSMUSP00000101232
D3YUJ3-1,ENSMUSP00000109711
Q62225-1,ENSMUSP00000082183
Q5SSE9-1,ENSMUSP00000040465
Q80UL9-1,ENSMUSP00000052033
P23780-1,ENSMUSP00000055803
O08663-1,ENSMUSP00000138006
Q9CQW2-1,ENSMUSP00000032196
P57080-1,ENSMUSP00000023580
Q9WTN0-1,ENSMUSP00000126603
Q7TMN8-1,ENSMUSP00000056077
Q8K2J9-1,ENSMUSP00000152889
K7N6H3-1,ENSMUSP00000099083
Q99LY9-1,ENSMUSP00000030401
Q9D7I0-1,ENSMUSP00000026737
B1ARW8-1,ENSMUSP00000101796
P51954-1,ENSMUSP00000034065
Q8C4W3-1,ENSMUSP00000056940
Q8VC90-1,ENSMUSP00000099929
Q6R0H7-1,ENSMUSP00000079341
Q3U492-1,ENSMUSP00000099135
P62482-1,ENSMUSP00000101273
Q9JIY5-1,ENSMUSP00000087073
Q9JLM8-1,ENSMUSP00000050034
Q5I012-1,ENSMUSP00000099307
Q99P58-1,ENSMUSP00000114094
Q99P50-1,ENSMUSP00000061153
Q99P51-1,ENSMUSP00000026902
Q5DW34-1,ENSMUSP00000119057
Q8BSA9-1,ENSMUSP00000057828
Q8VEG6-1,ENSMUSP00000108629
Q5I1X5-1,ENSMUSP00000047839
Q9D428-1,ENSMUSP00000112575
Q8BK58-1,ENSMUSP00000156217
Q9R0U0-1,ENSMUSP00000101479
E9PWW6-1,ENSMUSP00000041308
Q91ZV7-1,ENSMUSP00000017561
Q99JY9-1,ENSMUSP00000027579
Q9CQJ4-1,ENSMUSP00000075476
Q8BLK3-1,ENSMUSP00000077913
Q9WUP7-1,ENSMUSP00000140106
A0A087WNV3-1,ENSMUSP00000141626
Q8VDJ3-1,ENSMUSP00000127903
Q9CZV8-1,ENSMUSP00000099432
E5D8G1-1,ENSMUSP00000145321
Q8CFD4-1,ENSMUSP00000031539
Q8CFD5-1,ENSMUSP00000059211
P23249-1,ENSMUSP00000128246
Q71KT5-1,ENSMUSP00000025713
P63260-1,ENSMUSP00000101822
A0A075B5V9-1,ENSMUSP00000100300
E9PUQ8-1,ENSMUSP00000027517
A0A075B5V7-1,ENSMUSP00000100298
A0A075B5V6-1,ENSMUSP00000100297
A0A075B5V5-1,ENSMUSP00000100296
A0A075B5V4-1,ENSMUSP00000100295
Q99LI8-1,ENSMUSP00000101811
A0A075B5V2-1,ENSMUSP00000100293
A0A075B5V1-1,ENSMUSP00000100292
A0A075B5V0-1,ENSMUSP00000100291
O09130-1,ENSMUSP00000075094
O09131-1,ENSMUSP00000026050
O09133-1,ENSMUSP00000142444
Q3U4L8-1,ENSMUSP00000045684
Q9ESU6-1,ENSMUSP00000113070
E0CX47-1,ENSMUSP00000124929
Q9CR67-1,ENSMUSP00000124390
P51859-1,ENSMUSP00000005017
O35684-1,ENSMUSP00000029423
Q9EPV8-1,ENSMUSP00000124812
F7AG78-1,ENSMUSP00000102039
Q8CI32-1,ENSMUSP00000051049
F6XK35-1,ENSMUSP00000094256
Q9CWM2-1,ENSMUSP00000152315
O35348-1,ENSMUSP00000107658
Q8CI78-1,ENSMUSP00000043355
O35344-1,ENSMUSP00000022496
O35345-1,ENSMUSP00000099650
O35343-1,ENSMUSP00000141227
Q9D1A4-1,ENSMUSP00000033918
P35377-1,ENSMUSP00000104399
Q9QXC1-1,ENSMUSP00000023587
E9QAG8-1,ENSMUSP00000108159
O88967-1,ENSMUSP00000028117
O88968-1,ENSMUSP00000020710
Q9DAS4-1,ENSMUSP00000105979
Q8BJ71-1,ENSMUSP00000078878
O54931-1,ENSMUSP00000048678
Q8BJ73-1,ENSMUSP00000041578
Q920I9-1,ENSMUSP00000072509
Q9Z1T5-1,ENSMUSP00000079395
A7TZG3-1,ENSMUSP00000052670
A2A4U6-1,ENSMUSP00000099373
Q9CQM9-1,ENSMUSP00000066621
A0A1B0GT06-1,ENSMUSP00000148147
Q9D6T0-1,ENSMUSP00000003513
P19253-1,ENSMUSP00000115722
P30993-1,ENSMUSP00000060003
Q9ESW8-1,ENSMUSP00000070778
Q8R2S1-1,ENSMUSP00000152336
Q8R2S8-1,ENSMUSP00000064934
Q8R2S9-1,ENSMUSP00000153076
O70333-1,ENSMUSP00000024959
P22437-1,ENSMUSP00000059977
Q00196-1,ENSMUSP00000135075
Q8VFE7-1,ENSMUSP00000052678
E9Q2U5-1,ENSMUSP00000127465
Q91X84-1,ENSMUSP00000113540
A2AGD7-1,ENSMUSP00000102072
Q4VA61-1,ENSMUSP00000034592
O88933-1,ENSMUSP00000074262
Q8C569-1,ENSMUSP00000058377
P97310-1,ENSMUSP00000061923
P11881-1,ENSMUSP00000032192
P59017-1,ENSMUSP00000009256
Q9DAS9-1,ENSMUSP00000109860
P97465-1,ENSMUSP00000087079
Q9EQ08-1,ENSMUSP00000005173
Q2XU92-1,ENSMUSP00000042352
Q8CHK3-1,ENSMUSP00000037107
P34928-1,ENSMUSP00000045571
Q9D300-1,ENSMUSP00000090829
P82347-1,ENSMUSP00000076459
Q3UA16-1,ENSMUSP00000005365
Q80UN1-1,ENSMUSP00000077200
Q80UN9-1,ENSMUSP00000099709
Q8CG03-1,ENSMUSP00000069011
Q99MX2-1,ENSMUSP00000094254
O55189-1,ENSMUSP00000031226
Q66JT1-1,ENSMUSP00000052055
Q3U381-1,ENSMUSP00000126674
O09051-1,ENSMUSP00000043203
Q6UJB9-1,ENSMUSP00000144496
Q09LZ8-1,ENSMUSP00000095533
A2A7B5-1,ENSMUSP00000101404
K9J7E2-1,ENSMUSP00000140999
Q7TPQ9-1,ENSMUSP00000096957
P97402-1,ENSMUSP00000070942
Q9D5L7-1,ENSMUSP00000048969
Q7TPQ3-1,ENSMUSP00000039422
Q6ZQ82-1,ENSMUSP00000095200
P50428-1,ENSMUSP00000127646
A2BI74-1,ENSMUSP00000121642
A3KGY4-1,ENSMUSP00000097381
A3KGY3-1,ENSMUSP00000150030
Q60980-1,ENSMUSP00000128429
Q60987-1,ENSMUSP00000021333
Q8BW75-1,ENSMUSP00000040550
E9PY37-1,ENSMUSP00000120730
Q9JLB0-1,ENSMUSP00000038772
Q9DAF3-1,ENSMUSP00000053223
Q9DAF1-1,ENSMUSP00000031778
Q9EQC8-1,ENSMUSP00000005015
Q9EQC7-1,ENSMUSP00000020575
Q9EQC5-1,ENSMUSP00000157476
P09690-1,ENSMUSP00000047270
Q9EQC1-1,ENSMUSP00000036245
Q9DAF8-1,ENSMUSP00000034109
Q8BRJ3-1,ENSMUSP00000070280
Q6KAR6-1,ENSMUSP00000039416
A0A1Y7VKY1-1,ENSMUSP00000152211
Q9DCV3-1,ENSMUSP00000033001
Q9D8T2-1,ENSMUSP00000023238
Q8BGE5-1,ENSMUSP00000054797
O08789-1,ENSMUSP00000000291
Q7TQU8-1,ENSMUSP00000054345
Q7TQU9-1,ENSMUSP00000077517
Q7TQU5-1,ENSMUSP00000077010
Q7TQU7-1,ENSMUSP00000093127
Q7TQU0-1,ENSMUSP00000064142
P01901-1,ENSMUSP00000025181
Q9QZ57-1,ENSMUSP00000054193
Q9QZ59-1,ENSMUSP00000025755
Q8VFU6-1,ENSMUSP00000149119
Q8C6P8-1,ENSMUSP00000133821
Q8CCS6-1,ENSMUSP00000022808
Q9DCB4-1,ENSMUSP00000124502
P97819-1,ENSMUSP00000134672
Q9EPK8-1,ENSMUSP00000071859
Q99L20-1,ENSMUSP00000001715
Q9EPK7-1,ENSMUSP00000022696
Q9EPK5-1,ENSMUSP00000029380
P18155-1,ENSMUSP00000005810
Q8R1U1-1,ENSMUSP00000034203
Q99N84-1,ENSMUSP00000025305
Q80T41-1,ENSMUSP00000103378
Q9JLF1-1,ENSMUSP00000033711
Q5U430-1,ENSMUSP00000060159
A0A1Y7VIZ1-1,ENSMUSP00000152199
Q6VH22-1,ENSMUSP00000049335
O54917-1,ENSMUSP00000020908
Q8C5T4-1,ENSMUSP00000031437
Q9QXK7-1,ENSMUSP00000068148
Q02395-1,ENSMUSP00000080278
Q924X6-1,ENSMUSP00000115854
Q8BUV3-1,ENSMUSP00000054064
Q8BUV8-1,ENSMUSP00000056739
Q99MJ9-1,ENSMUSP00000020270
B7ZNG4-1,ENSMUSP00000155404
Q3U285-1,ENSMUSP00000016026
Q7TSH3-1,ENSMUSP00000071216
Q9D2I5-1,ENSMUSP00000027434
Q99KV1-1,ENSMUSP00000004574
Q9JIQ8-1,ENSMUSP00000000395
Q9DB20-1,ENSMUSP00000023677
P11985-1,ENSMUSP00000095011
Q8K268-1,ENSMUSP00000003319
E9PXJ8-1,ENSMUSP00000126650
Q61079-1,ENSMUSP00000072043
O35387-1,ENSMUSP00000078661
Q8BG16-1,ENSMUSP00000073829
E9Q9T0-1,ENSMUSP00000063879
O35427-1,ENSMUSP00000026608
Q9QUK0-1,ENSMUSP00000108765
Q9Z2V9-1,ENSMUSP00000050189
Q9ESW4-1,ENSMUSP00000031977
Q91V14-1,ENSMUSP00000144623
P63087-1,ENSMUSP00000099587
Q9JMH7-1,ENSMUSP00000045222
A2AJL3-1,ENSMUSP00000078216
Q8K3V7-1,ENSMUSP00000046111
Q9JMH3-1,ENSMUSP00000126509
A0A494BA35-1,ENSMUSP00000157873
Q9JMH9-3,ENSMUSP00000104012
Q920G8-1,ENSMUSP00000039990
Q9CX48-1,ENSMUSP00000018383
P97467-1,ENSMUSP00000057112
P28652-1,ENSMUSP00000105438
P42932-1,ENSMUSP00000026704
Q99PP2-1,ENSMUSP00000109109
Q8BKX6-1,ENSMUSP00000032891
Q8BKX7-1,ENSMUSP00000045550
Q8BKX1-1,ENSMUSP00000026436
O35405-1,ENSMUSP00000112942
Q99J09-1,ENSMUSP00000010278
Q99J08-1,ENSMUSP00000003681
Q8BG18-1,ENSMUSP00000103908
Q920A1-1,ENSMUSP00000125958
Q920A5-1,ENSMUSP00000000287
Q920A7-1,ENSMUSP00000001520
Q8VFK1-1,ENSMUSP00000061475
Q920A9-1,ENSMUSP00000124853
Q6ZPS6-1,ENSMUSP00000040946
D3YXE9-1,ENSMUSP00000120616
Q3UW41-1,ENSMUSP00000104959
Q62406-1,ENSMUSP00000109992
Q8VFK4-1,ENSMUSP00000097491
F7AEC7-1,ENSMUSP00000131087
Q8VFK5-1,ENSMUSP00000149818
Q9D945-1,ENSMUSP00000020444
Q8VFK7-1,ENSMUSP00000058242
O08791-1,ENSMUSP00000147829
Q8C2Y5-1,ENSMUSP00000143404
Q3V0Y1-1,ENSMUSP00000085471
O35464-1,ENSMUSP00000019791
Q9D7N2-1,ENSMUSP00000093626
A0A1B0GSF9-1,ENSMUSP00000147921
P29387-1,ENSMUSP00000121127
Q8VC74-1,ENSMUSP00000044144
Q9CYC3-1,ENSMUSP00000002924
Q9D1G1-1,ENSMUSP00000025804
O55022-1,ENSMUSP00000073061
O55026-1,ENSMUSP00000028328
O55029-1,ENSMUSP00000035033
Q8VE37-1,ENSMUSP00000081271
Q06890-1,ENSMUSP00000022616
Q8JZX3-1,ENSMUSP00000072064
O54998-1,ENSMUSP00000002809
Q69ZS7-1,ENSMUSP00000151689
E9Q6E5-1,ENSMUSP00000113685
O54991-1,ENSMUSP00000099398
J3KMK8-1,ENSMUSP00000135911
Q69ZB8-1,ENSMUSP00000113974
Q8VG59-1,ENSMUSP00000150447
Q8VG58-1,ENSMUSP00000097375
Q69ZB3-1,ENSMUSP00000045542
Q8VG53-1,ENSMUSP00000079959
Q8VG50-1,ENSMUSP00000149057
Q9JJG5-1,ENSMUSP00000105214
Q8K0L9-1,ENSMUSP00000110343
Q9DBR4-1,ENSMUSP00000123752
Q3TV65-1,ENSMUSP00000119745
Q99N48-1,ENSMUSP00000095041
Q6PEB6-1,ENSMUSP00000125415
Q9D3E6-1,ENSMUSP00000116205
F6YUX7-1,ENSMUSP00000056293
Q3UZY0-1,ENSMUSP00000080066
O54785-1,ENSMUSP00000099162
Q5NC05-1,ENSMUSP00000076208
Q8CGN4-1,ENSMUSP00000111175
Q8BGR5-1,ENSMUSP00000070763
P62869-1,ENSMUSP00000066210
Q8BFS9-1,ENSMUSP00000027264
Q9DBU6-1,ENSMUSP00000124347
Q60936-1,ENSMUSP00000128290
Q8R262-1,ENSMUSP00000089324
Q9CZR3-1,ENSMUSP00000005817
Q8R266-1,ENSMUSP00000073405
Q8R265-1,ENSMUSP00000154632
Q8R264-1,ENSMUSP00000072739
P08152-1,ENSMUSP00000041053
Q8R0C0-1,ENSMUSP00000089544
Q8R268-1,ENSMUSP00000093655
Q9DCK3-1,ENSMUSP00000113085
Q61313-1,ENSMUSP00000027059
Q8BTM8-1,ENSMUSP00000033699
Q9Z0Y1-1,ENSMUSP00000030158
C8YR32-1,ENSMUSP00000094294
F8VPZ3-1,ENSMUSP00000103710
Q9Z0Y7-1,ENSMUSP00000067085
Q9Z0Y9-1,ENSMUSP00000002177
Q91VB2-1,ENSMUSP00000016323
E9Q2I4-1,ENSMUSP00000048120
Q3TYS2-1,ENSMUSP00000101721
Q9R0B7-1,ENSMUSP00000021937
P09240-1,ENSMUSP00000035120
P11725-1,ENSMUSP00000056152
Q8VDR9-1,ENSMUSP00000034728
Q8CFV2-1,ENSMUSP00000091245
Q9Z1X4-1,ENSMUSP00000065770
P14246-1,ENSMUSP00000029240
Q71M36-1,ENSMUSP00000035058
Q3V3K7-1,ENSMUSP00000096659
A0A0G2JGK9-1,ENSMUSP00000143604
Q99KR6-1,ENSMUSP00000031434
Q8VGY1-1,ENSMUSP00000073707
Q3V0L5-1,ENSMUSP00000091885
Q9D4H2-1,ENSMUSP00000087997
Q5NCM1-1,ENSMUSP00000021769
Q8BK75-1,ENSMUSP00000142823
Q8CFN5-1,ENSMUSP00000143212
A0A075B5Y1-1,ENSMUSP00000100324
O70194-1,ENSMUSP00000098053
Q8VCB1-1,ENSMUSP00000120365
E9Q9H8-1,ENSMUSP00000110802
Q8C0P7-1,ENSMUSP00000019861
P54103-1,ENSMUSP00000030771
Q811D0-1,ENSMUSP00000110859
P0DN83-1,ENSMUSP00000147363
P27659-1,ENSMUSP00000080354
Q8C632-1,ENSMUSP00000064587
Q9DAA5-1,ENSMUSP00000033906
Q2HXL6-1,ENSMUSP00000058941
Q9WTW3-1,ENSMUSP00000055415
Q99LH4-1,ENSMUSP00000070567
E9Q4H3-1,ENSMUSP00000127126
Q80US8-1,ENSMUSP00000021941
Q9WTU0-1,ENSMUSP00000047308
E9PVB5-1,ENSMUSP00000106869
Q8VIB3-1,ENSMUSP00000115756
Q8K330-1,ENSMUSP00000047718
